id,skill_type,name,note,ct,toughness,burst_add,burst_gain,extra_turn,trigger_type,trigger_ct_mode,self_gauge_gain,burst_gauge_gain_add,requires_evade,targets_ally,gauge_to_target,atk_pct,extra_effects_json
christel,basic,復讐と膺懲,,0,0,1,0,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,50,"{""selfStackGain"": 1, ""targetEffect"": {""name"": ""燃焼"", ""turns"": 2, ""dot"": true, ""ignoresImmune"": true}, ""burstOnlyTargetEffect"": true}"
christel,special,沸き立つ復讐心,,3,0,0,1,FALSE,afterAnyAlly,hasCT,40,0,FALSE,FALSE,FALSE,0,"{""target"": ""all"", ""selfBuff"": {""name"": ""復讐心（解除不可・攻撃力+効果命中+25%）"", ""turns"": 3}, ""targetEffect"": [{""name"": ""燃焼"", ""turns"": 2, ""dot"": true}, {""name"": ""燃焼"", ""turns"": 2, ""dot"": true}], ""alwaysGrantAllyStackToAttribute"": {""attribute"": ""太陽"", ""amount"": 2, ""excludeSelf"": true}, ""selfStackClearOnUse"": true, ""triggerRequiresSelfStackMaxAfterAction"": true}"
christel,ultimate,悪夢の開放,,3,2,1,1,FALSE,none,hasCT,30,0,FALSE,FALSE,FALSE,0,"{""targetExtendDebuffDurationByName"": {""name"": ""燃焼"", ""turns"": 1}}"
vesta,passive,,かすかな感情：最大HPが15%上がる(3凸)。攻撃を受けた後、自身の跳躍が最大スタックであれば自身に2Tバリアを発生させ跳躍を全消費(本ツール未実装)。全体攻撃を受けた後、40%でランダムな敵に「撃退」を追加発動(1ターンに1回のみ、ブレイク中でも発生。実装済み：候補として提示されるので、実際の40%抽選結果に応じて発動するか選んでください)。ダメージ・バリアはHP参照(本ツールはダメージ計算未対応のためatkPctは目安値),,,,,,,,,,,,,,
vesta,basic,揺るぎなき槍,,0,0,1,0,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,32,"{""selfStackGain"": 1, ""targetEffect"": {""name"": ""攻撃力ダウン（-30%・バースト時のみ）"", ""turns"": 1}, ""burstOnlyTargetEffect"": true}"
vesta,special,撃退,,3,0,1,1,FALSE,aoe,hasCT,30,0,FALSE,FALSE,FALSE,45,"{""targetEffect"": {""name"": ""攻撃力ダウン（-30%）"", ""turns"": 2}, ""selfStackGain"": 1}"
vesta,ultimate,止まらぬ突撃,,4,0,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,55,"{""teamBuff"": {""name"": ""防御力アップ（+30%）"", ""turns"": 2}, ""selfBuff"": {""name"": ""バリア"", ""turns"": 2}, ""selfStackGain"": 1}"
swimsuit_luna,passive,,戦闘開始時、点火5スタック＋自身以外の味方全体にウォータープルーフ日焼け止め(会心ダメ耐性+50%)3T付与。特殊は「自分以外の味方が会心被弾した後」に自動発動するトリガー(対象を問わない広域型のため、本ツールでは通常スキルとして手動発動に読み替え),,,,,,,,,,,,,,
swimsuit_luna,basic,バブル・スイング！,,0,0,1,0,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,60,"{""selfStackGain"": 1}"
swimsuit_luna,special,サマー・テンテーション♡,,1,1,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,85,"{""selfBuff"": {""name"": ""バリア"", ""turns"": 2}, ""targetEffect"": {""name"": ""防御力ダウン（-30%）"", ""turns"": 2}}"
swimsuit_luna,ultimate,パラダイス・イン・サマー！,,4,2,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,90,"{""selfBuff"": {""name"": ""防御力アップ（+30%・本来は味方全体）"", ""turns"": 2}, ""targetEffect"": [{""name"": ""攻撃力ダウン（-30%）"", ""turns"": 2}, {""name"": ""挑発"", ""turns"": 1}]}"
marcille,passive,,槌と金床：会心率+15%。戦闘開始時、または味方が敵の強靭度をブレイクした時、自身に壊れたナットを2回発生させる(実装済み：battleStartBrokenNutGain／gainsBrokenNutOnAnyAllyBreak、味方の誰のブレイクでも反応)。ターン開始時、自身の壊れたナットが最大(3)であれば、自身にヘキサナットを発生させ、壊れたナットをすべて解除(実装済み)。攻撃時、点火スタックに応じ会心ダメ+3%ずつ、最大5個まで適用(ダメージ計算非対応のため未実装)。特殊・究極は会心が発生した場合、自身の行動ゲージ+30%・壊れたナット+1(本ツールは会心発生前提のため常時適用として実装：selfGaugeGain・brokenNutGainOnUse)。特殊はバースト強化時、自身のCTが2ターン短縮される(実装済み：burstSelfCtReduceTurns),,,,,,,,,,,,,,"{""brokenNutStackName"": ""壊れたナット"", ""brokenNutMax"": 3, ""hexanutBuffName"": ""ヘキサナット"", ""battleStartBrokenNutGain"": 2, ""gainsBrokenNutOnAnyAllyBreak"": 2}"
marcille,basic,ナット回し,,0,0,1,0,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,,"{""selfStackGain"": 1}"
marcille,special,釘打ち,,3,1,1,1,FALSE,none,hasCT,30,0,FALSE,FALSE,FALSE,,"{""selfBuff"": {""name"": ""速度アップ（+20%）"", ""turns"": 2, ""speedModPct"": 20}, ""targetEffect"": {""name"": ""燃焼"", ""turns"": 2, ""dot"": true}, ""burstSelfCtReduceTurns"": 2, ""brokenNutGainOnUse"": 1}"
marcille,ultimate,ネジ破壊,,4,2,1,1,FALSE,none,hasCT,30,0,FALSE,FALSE,FALSE,,"{""selfBuff"": {""name"": ""攻撃力アップ（+30%）"", ""turns"": 2}, ""targetEffect"": {""name"": ""回復量ダウン（-50%）"", ""turns"": 2}, ""brokenNutGainOnUse"": 1}"
charle,passive,,攻撃力+15%(3凸)。究極使用後、基本スキルのダメージ+10%スタック(最大3、ダメージ計算対象外のため本ツールでは未実装)。特殊はバースト強化時、自身の強靭度+1回復(本ツール未実装),,,,,,,,,,,,,,
charle,basic,正直な突き,,0,0,1,0,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,65,"{""selfStackGain"": 1}"
charle,special,勝利の誓い,,4,0,0,1,TRUE,none,hasCT,0,0,FALSE,TRUE,FALSE,,"{""targetEffect"": [{""name"": ""会心率アップ"", ""turns"": 2}, {""name"": ""攻撃力アップ（100%付与）"", ""turns"": 1}]}"
charle,ultimate,不屈の一撃,,5,2,1,1,FALSE,none,hasCT,30,0,FALSE,FALSE,FALSE,115,"{""targetEffect"": {""name"": ""攻撃力ダウン（100%付与）"", ""turns"": 2}, ""burstDamagePct"": 20}"
trish,passive,,会心ダメ+25%(3凸)。戦闘開始時跳躍+3。攻撃時命中+50%。撃破時自ゲージ+30%・跳躍+3。究極は跳躍スタック×10%防御貫通(最大5)・HP25%以下でCT-1・撃破でCTリセット(いずれも本ツール未実装),,,,,,,,,,,,,,
trish,basic,ファントムステップ,,0,0,1,0,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,50,"{""selfStackGain"": 1}"
trish,special,加速強襲,,2,1,1,1,FALSE,none,hasCT,50,0,FALSE,FALSE,FALSE,55,"{""selfBuff"": {""name"": ""会心率アップ"", ""turns"": 2}, ""selfStackGain"": 2}"
trish,ultimate,連続斬り,,4,2,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,90,"{""selfBuff"": {""name"": ""攻撃力アップ（+30%）"", ""turns"": 2, ""atkModPct"": 30}, ""selfStackConsumeAll"": true, ""burstDamagePct"": 20}"
ru,passive,,攻撃力+15%(3凸)。基本スキル(制圧符)使用後、敵に100%(3凸時。凸数が低いほど確率減、無凸データなし)で1ターン凍結を発生させる。究極は敵の究極スキルCTを+1ターンする効果あり(本ツール未実装)。特殊はバースト強化時、自身の速度アップ持続が1→2ターンに延長される(本ツール未実装、固定1ターンとして実装),,,,,,,,,,,,,,
ru,basic,制圧符,,0,0,1,0,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,65,"{""selfStackGain"": 1}"
ru,special,雪中四友,,3,1,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,90,"{""targetEffect"": {""name"": ""凍結（速度-3%）"", ""turns"": 2, ""dot"": true}, ""selfBuff"": {""name"": ""速度アップ（+20%）"", ""turns"": 1, ""speedModPct"": 20}}"
ru,ultimate,天道不容、悪即斬,,5,2,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,115,"{""targetEffect"": {""name"": ""防御力ダウン（-30%）"", ""turns"": 2}}"
petra,passive,,攻撃力+15%(3凸)。自身を除く味方が敵の強靭度をブレイクした後、自身に点火スタック+1・自身ゲージ+20%(3凸時、1ターン1回)。究極は点火スタック数×4%ダメージ増加(最大5、攻撃後全消費。本ツール未実装),,,,,,,,,,,,,,
petra,basic,即興設計,,0,0,1,0,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,65,"{""selfStackGain"": 1}"
petra,special,施工着手,,3,1,2,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,90,"{""selfBuff"": {""name"": ""速度アップ（+20%）"", ""turns"": 2, ""speedModPct"": 20}, ""selfStackGain"": 2}"
petra,ultimate,建築協議,,4,2,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,115,"{""targetEffect"": {""name"": ""防御力ダウン（-30%）"", ""turns"": 2}, ""selfStackConsumeAll"": true}"
lacy,passive,,攻撃力+15%(3凸)。絡み合う夢状態の敵から攻撃を受けた後、行動ゲージ+10%(3凸)、自身のHPを回復(現在攻撃力×0.54相当、本ツール未実装)。特殊は対象が絡み合う夢状態ならダメ+20%(未実装),,,,,,,,,,,,,,
lacy,basic,火龍生天,,0,0,1,0,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,65,"{""selfStackGain"": 1}"
lacy,special,逆流水獄,,3,1,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,110,"{""selfBuff"": {""name"": ""速度アップ（+20%）"", ""turns"": 2, ""speedModPct"": 20}, ""burstDamagePct"": 20}"
lacy,ultimate,水と火の詩,,4,1,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,52.5,"{""selfBuff"": {""name"": ""攻撃力アップ（+30%）"", ""turns"": 2, ""atkModPct"": 30}, ""targetEffect"": {""name"": ""絡み合う夢（攻撃力-10%）"", ""turns"": 3}, ""target"": ""all""}"
tanya,passive,,攻撃力+15%(3凸)。敵の強靭度ブレイク後、自身に跳躍+3・自身以外の味方全体行動ゲージ+10%(3凸)。ターン開始時跳躍最大なら全消費して自身に3ターン解体モード(ダメ+10%、本ツール未実装)。究極は解体モード中なら強靭ダメージ+1(未実装),,,,,,,,,,,,,,
tanya,basic,ドカーン工具,,0,0,1,0,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,65,"{""selfStackGain"": 1}"
tanya,special,バンバン電動ノコギリ,,3,1,1,1,FALSE,none,hasCT,30,0,FALSE,FALSE,FALSE,90,"{""teamBuff"": {""name"": ""会心率アップ（+30%）"", ""turns"": 1}, ""burstDamagePct"": 20}"
tanya,ultimate,ガンガンバンカー,,4,2,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,115,"{""selfBuff"": {""name"": ""攻撃力アップ（+30%）"", ""turns"": 2, ""atkModPct"": 30}}"
kira,passive,,攻撃力+15%(3凸)。スキル使用時、自分が潜伏状態ならダメ+10%(3凸、本ツール未実装)。基本スキル使用後、点火スタックが最大なら全消費して自身に1ターン潜伏付与(実装済み：selfBuffIfStackMaxAfterAction。この行動自身のスタック増加分も含めた『行動後』の値で判定する。スマイル・バニークレアと同じ考え方)。基本スキルはバースト強化時のみ、攻撃後1ターン潜伏を発動(実装済み：selfBuff+burstOnlySelfBuff)。特殊は潜伏中のみ敵ゲージ-30%・沈黙状態の敵へダメ+30%(いずれも条件付きのため本ツールでは自動判定できない。ゲージ-30%は行動フォームの「対象の行動ゲージ減少効果を適用する」チェックボックスで、潜伏中かどうかを見てプレイヤーが手動でON/OFFする),,,,,,,,,,,,,,
kira,basic,非日常的な挨拶,,0,0,1,0,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,65,"{""selfStackGain"": 1, ""selfBuff"": {""name"": ""潜伏"", ""turns"": 1}, ""burstOnlySelfBuff"": true, ""selfBuffIfStackMaxAfterAction"": {""name"": ""潜伏"", ""turns"": 1}}"
kira,special,沈黙の代償,,3,1,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,90,"{""selfBuff"": {""name"": ""攻撃力アップ（+30%）"", ""turns"": 2, ""atkModPct"": 30}, ""selfStackGain"": 2, ""enemyGaugeReductionPct"": 30}"
kira,ultimate,歪んだ関心,,4,2,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,115,"{""selfBuff"": {""name"": ""潜伏"", ""turns"": 2}, ""selfStackGain"": 2, ""targetEffect"": [{""name"": ""攻撃力ダウン（-30%）"", ""turns"": 2}, {""name"": ""沈黙"", ""turns"": 1}]}"
belriese,passive,,攻撃力+15%(3凸)。自身を除く味方または敵が戦闘不能になるたびに自身の行動ゲージ+50%(3凸)・攻撃力+10%スタック(最大3)。基本のノヴァバーストで敵に命中率ダウン付与。究極は敵の強化効果を全解除(本ツール未実装)・跳躍スタック最大でダメ+30%(未実装),,,,,,,,,,,,,,
belriese,basic,訃報,,0,0,1,0,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,65,"{""selfStackGain"": 1, ""targetEffect"": {""name"": ""命中率ダウン（-30%）"", ""turns"": 1}, ""burstOnlyTargetEffect"": true}"
belriese,special,弔問,,3,0,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,60,"{""target"": ""all"", ""targetEffect"": {""name"": ""命中率ダウン（-30%）"", ""turns"": 2}, ""selfBuff"": {""name"": ""速度アップ（+20%）"", ""turns"": 2, ""speedModPct"": 20}, ""selfStackGain"": 3}"
belriese,ultimate,納棺,,4,2,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,115,"{""targetEffect"": {""name"": ""沈黙"", ""turns"": 2}}"
bunny_frey,passive,,攻撃力+15%(3凸)。冷却スタックとハイローラー(解除不可)は別カウンター(ハイローラーはselfBuffのdot積み上げで表現、究極で実装済み)。ターン開始時、冷却が最大スタックならハイローラーを1回発生させ冷却を全消費(本ツール未実装)。ターン開始時、ハイローラーが最大スタックなら冷却は消費しない(本ツール未実装)。ハイローラー最大時、基本スキルが「強制交渉」に変化しダメ+100%・攻撃後に自ゲージ+30%・冷却+1・ハイローラー解除(いずれも本ツール未実装)。自身以外の月属性味方攻撃後、自ゲージ+8%・100%でハイローラー+1(未実装),,,,,,,,,,,,,,
bunny_frey,basic,ベッティング拒否,,0,0,1,0,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,65,"{""selfStackGain"": 1, ""burstDamagePct"": 20}"
bunny_frey,special,オールイン,,4,0,0,1,TRUE,none,hasCT,0,0,FALSE,FALSE,FALSE,,"{""target"": ""all"", ""teamBuff"": {""name"": ""会心率アップ（+30%）"", ""turns"": 3}, ""selfStackGain"": 3}"
bunny_frey,ultimate,ブルズアイ,,5,1,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,40,"{""target"": ""all"", ""selfBuff"": [{""name"": ""攻撃力アップ（+30%）"", ""turns"": 2, ""atkModPct"": 30}, {""name"": ""ハイローラー（解除不可）"", ""turns"": 99, ""dot"": true}, {""name"": ""ハイローラー（解除不可）"", ""turns"": 99, ""dot"": true}, {""name"": ""ハイローラー（解除不可）"", ""turns"": 99, ""dot"": true}]}"
yanagi_mina,passive,,攻撃力+15%(3凸)。攻撃後、自身攻撃力+4%スタック(最大5、3凸、本ツール未実装)。会心発生時、自ゲージ+15%(3凸、未実装)。特殊は跳躍最大なら出血を追加付与(未実装),,,,,,,,,,,,,,
yanagi_mina,basic,パルスリボルバー,,0,0,1,0,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,50,"{""selfStackGain"": 1, ""burstDamagePct"": 20}"
yanagi_mina,special,パルスインパクト,,3,1,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,90,"{""selfBuff"": {""name"": ""会心率アップ（+30%）"", ""turns"": 2}, ""targetEffect"": {""name"": ""出血"", ""turns"": 2, ""dot"": true}}"
yanagi_mina,ultimate,ウルブズベイン,,4,0,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,52.5,"{""target"": ""all"", ""selfBuff"": {""name"": ""攻撃力アップ（+30%）"", ""turns"": 2, ""atkModPct"": 30}, ""selfStackGain"": 2, ""targetEffect"": {""name"": ""出血"", ""turns"": 2, ""dot"": true}}"
rosaria,passive,,攻撃力+15%(3凸)。基本使用後、激動スタックに比例して業火発生確率+20%ずつ(最大5回、3凸、本ツール未実装)。攻撃を受けた後HP40%以下に落ちず自身に3ターン攻撃力アップ(戦闘中1回のみ、3凸、未実装)。特殊は業火スタック数でダメ強化・3スタックで灰の炎追加発動(未実装)。究極は会心対象数に応じ業火発生(未実装)、バースト時会心率+30%も付与(本ツール未実装),,,,,,,,,,,,,,
rosaria,basic,灰の炎,,0,0,1,0,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,50,"{""selfStackGain"": 1}"
rosaria,special,王の審判,,3,1,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,90,"{""selfStackGain"": 1}"
rosaria,ultimate,格の差,,5,1,1,1,FALSE,none,hasCT,50,0,FALSE,FALSE,FALSE,80,"{""target"": ""all"", ""targetEffect"": {""name"": ""防御力ダウン（-30%）"", ""turns"": 2}, ""selfBuff"": {""name"": ""玉座の主（基本ダメ+速度15%）"", ""turns"": 3}}"
rin,passive,,攻撃力+15%(3凸)。攻撃時跳躍スタック比例で攻撃力+4%ずつ(最大5、3凸、本ツール未実装)。特殊・究極はスキル使用順序で効果が変化する変則スキル(清風/明月状態の有無で分岐、実装済み)。特殊(幻影剣舞)：自身が清風状態でなければ自身に3ターン攻撃力アップを付与し、解決後に自身へ明月を付与。自身が清風状態なら代わりに星属性の味方全員に跳躍+3を付与し、清風を消費(実装済み：variantIfBuffName等)。究極(清風明月)：自身が明月状態でなければ星属性全体に会心ダメ増加を付与し、解決後に自身へ3ターン清風を付与。自身が明月状態なら代わりに単体攻撃に変化し、強靭削り+1(会心ダメ+50%はダメージ計算非対応のため未実装)、明月を消費。特殊・究極の両方が使用可能(CT0)な状態でどちらかを使用した場合、追加ターンを獲得(実装済み：extraTurnIfBothSkillsReady。変則発動の有無とは無関係の独立条件),,,,,,,,,,,,,,
rin,basic,五連斬り,,0,0,1,0,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,65,"{""selfStackGain"": 1, ""selfBuff"": {""name"": ""速度アップ（バースト時のみ）"", ""turns"": 1, ""speedModPct"": 20}, ""burstOnlySelfBuff"": true}"
rin,special,幻影剣舞,,5,0,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,40,"{""target"": ""all"", ""selfBuff"": {""name"": ""攻撃力アップ（+30%）"", ""turns"": 3, ""atkModPct"": 30}, ""variantIfBuffName"": ""清風"", ""variantConsumeSelfBuffName"": ""清風"", ""variantGrantAllyStackToAttribute"": {""attribute"": ""星"", ""stackAmount"": 3}, ""alwaysSelfBuffAfterResolve"": {""name"": ""明月"", ""turns"": 9999}, ""extraTurnIfBothSkillsReady"": true}"
rin,ultimate,清風明月,,5,1,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,52.5,"{""target"": ""all"", ""teamBuff"": {""name"": ""会心ダメージ増加（星属性限定・本ツールは全体扱い）"", ""turns"": 2, ""critDmgModPct"": 30}, ""variantIfBuffName"": ""明月"", ""variantConsumeSelfBuffName"": ""明月"", ""variantOverrideTargetToSingle"": true, ""variantBonusToughness"": 1, ""alwaysSelfBuffAfterResolve"": {""name"": ""清風（速度+10%）"", ""turns"": 3, ""speedModPct"": 10}, ""extraTurnIfBothSkillsReady"": true}"
custom,passive,,,,,,,,,,,,,,,,"{""effectiveAtk"": null, ""critDmgPct"": 50}"
custom,basic,基本スキル,,0,0,1,0,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,,
custom,special,特殊スキル,,3,0,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,,
custom,ultimate,究極スキル,,4,0,1,1,FALSE,none,hasCT,0,0,FALSE,FALSE,FALSE,,
